ID,age,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season_no,total_season,block_id
294,27.0,49,12.7,4.9,2.7,-4.1,0.021,0.144,0.184,0.5479999999999999,0.139,1,3,161
294,28.0,57,6.5,3.2,1.3,1.6,0.02,0.142,0.127,0.636,0.094,2,3,161
294,29.0,63,7.4,3.2,1.0,2.8,0.022,0.136,0.156,0.561,0.072,3,3,161
50,34.0,62,10.3,3.5,2.5,-1.4,0.015,0.096,0.162,0.513,0.132,1,3,29
50,35.0,56,7.6,2.9,2.2,1.5,0.019,0.0819999999999999,0.126,0.525,0.104,2,3,29
50,36.0,59,5.2,2.4,1.3,-13.7,0.024,0.106,0.136,0.494,0.102,3,3,29
332,26.0,63,10.9,9.3,2.3,4.4,0.128,0.214,0.168,0.604,0.128,1,3,187
332,27.0,58,7.6,8.9,1.9,-0.1,0.132,0.187,0.118,0.596,0.088,2,3,187
332,28.0,76,6.9,10.0,3.4,8.3,0.159,0.198,0.118,0.56,0.155,3,3,187
430,32.0,66,5.4,2.4,0.7,0.6,0.054,0.092,0.161,0.5539999999999999,0.068,1,3,238
430,33.0,71,9.0,3.8,0.8,-1.1,0.0969999999999999,0.092,0.1689999999999999,0.6609999999999999,0.06,2,3,238
430,34.0,36,7.1,3.5,1.5,-6.4,0.098,0.089,0.182,0.57,0.142,3,3,238
76,21.0,46,6.9,3.6,0.8,0.9,0.046,0.124,0.173,0.491,0.06,1,3,46
76,22.0,52,11.6,5.2,1.9,-8.6,0.046,0.161,0.218,0.541,0.133,2,3,46
76,23.0,58,11.0,4.8,1.3,-7.6,0.049,0.162,0.213,0.541,0.098,3,3,46
57,23.0,18,5.4,1.3,0.6,7.1,0.025,0.075,0.1369999999999999,0.691,0.063,1,3,34
57,24.0,64,5.5,1.4,0.4,-5.6,0.015,0.065,0.111,0.635,0.032,2,3,34
57,25.0,65,10.0,2.9,1.0,-5.9,0.018,0.093,0.1369999999999999,0.602,0.052,3,3,34
326,20.0,61,5.6,4.0,0.7,-3.2,0.025,0.172,0.146,0.497,0.054,1,3,183
326,21.0,55,13.7,7.2,1.8,-13.1,0.027,0.193,0.218,0.491,0.091,2,3,183
326,22.0,69,10.8,6.3,1.4,-11.3,0.034,0.176,0.18,0.515,0.078,3,3,183
463,24.0,28,15.8,3.5,4.1,-2.1,0.01,0.095,0.193,0.589,0.188,1,3,255
463,25.0,63,8.3,2.6,1.7,-0.4,0.013,0.118,0.166,0.608,0.12,2,3,255
463,26.0,70,11.9,3.3,2.1,3.4,0.01,0.1,0.16,0.619,0.111,3,3,255
141,30.0,58,19.9,6.7,6.0,5.2,0.055,0.139,0.246,0.585,0.283,1,3,83
141,31.0,52,21.5,6.9,7.1,5.2,0.0559999999999999,0.153,0.259,0.607,0.345,2,3,83
141,32.0,57,21.4,5.9,5.5,6.1,0.055,0.125,0.26,0.5920000000000001,0.264,3,3,83
114,26.0,67,5.8,4.3,2.4,-3.0,0.042,0.151,0.134,0.534,0.163,1,3,70
114,27.0,69,12.4,5.7,3.6,1.6,0.026,0.173,0.181,0.578,0.182,2,3,70
114,28.0,69,7.6,5.3,2.7,2.0,0.0409999999999999,0.196,0.156,0.506,0.162,3,3,70
452,21.0,13,14.2,7.5,0.8,-12.6,0.0819999999999999,0.201,0.248,0.512,0.05,1,3,249
452,22.0,43,14.1,7.4,1.0,-3.7,0.092,0.188,0.2289999999999999,0.5539999999999999,0.057,2,3,249
452,23.0,48,11.3,7.0,0.8,-5.6,0.084,0.2,0.191,0.551,0.049,3,3,249
147,22.0,9,1.4,0.6,0.8,29.9,0.022,0.098,0.133,0.542,0.1939999999999999,1,3,86
147,23.0,9,2.3,0.8,1.0,-22.0,0.011,0.067,0.111,0.4529999999999999,0.15,2,3,86
147,24.0,25,3.1,0.8,1.3,-17.5,0.011,0.051,0.153,0.4039999999999999,0.175,3,3,86
488,30.0,48,21.5,5.7,3.9,8.7,0.017,0.161,0.292,0.589,0.205,1,3,265
488,31.0,54,23.3,6.6,5.2,11.3,0.026,0.171,0.296,0.598,0.239,2,3,265
488,32.0,31,24.3,6.9,5.7,4.2,0.011,0.171,0.3289999999999999,0.5379999999999999,0.286,3,3,265
218,26.0,55,6.3,1.8,0.7,-4.2,0.016,0.095,0.1639999999999999,0.591,0.068,1,3,123
218,27.0,24,6.7,2.6,0.8,5.0,0.02,0.151,0.183,0.605,0.078,2,3,123
218,28.0,14,2.4,1.9,0.5,-0.9,0.026,0.145,0.139,0.431,0.065,3,3,123
366,25.0,69,3.4,2.1,0.5,-1.5,0.024,0.109,0.094,0.562,0.051,1,3,207
366,26.0,56,4.6,2.6,0.7,-0.2,0.032,0.121,0.114,0.5529999999999999,0.054,2,3,207
366,27.0,30,3.3,2.5,0.3,-16.6,0.057,0.111,0.126,0.4379999999999999,0.033,3,3,207
8,23.0,57,8.2,2.4,3.3,7.6,0.021,0.1,0.1989999999999999,0.5529999999999999,0.265,1,3,3
8,24.0,68,12.6,3.4,3.5,4.9,0.016,0.1169999999999999,0.196,0.618,0.215,2,3,3
8,25.0,79,16.3,3.9,4.8,4.4,0.017,0.105,0.215,0.583,0.237,3,3,3
428,27.0,21,11.0,3.4,1.5,0.6,0.015,0.092,0.1369999999999999,0.625,0.068,1,3,236
428,28.0,55,4.5,1.9,1.0,-6.6,0.023,0.084,0.139,0.452,0.083,2,3,236
428,29.0,52,3.1,1.5,0.7,0.8,0.021,0.081,0.106,0.493,0.074,3,3,236
238,27.0,62,26.1,9.3,3.2,5.0,0.065,0.1969999999999999,0.284,0.61,0.153,1,3,133
238,28.0,36,21.8,7.9,3.1,5.2,0.054,0.198,0.287,0.556,0.154,2,3,133
238,29.0,40,23.2,9.9,3.1,-3.0,0.072,0.196,0.263,0.578,0.147,3,3,133
346,26.0,63,18.0,4.4,4.1,-9.0,0.022,0.107,0.2319999999999999,0.5529999999999999,0.209,1,3,195
346,27.0,69,20.4,4.4,4.2,-2.0,0.019,0.105,0.238,0.575,0.193,2,3,195
346,28.0,73,19.3,4.3,4.5,1.4,0.021,0.1009999999999999,0.2269999999999999,0.5660000000000001,0.1969999999999999,3,3,195
353,24.0,25,2.4,1.5,0.8,4.8,0.0409999999999999,0.165,0.214,0.4539999999999999,0.2,1,3,200
353,25.0,61,4.4,2.5,1.5,-6.4,0.027,0.128,0.13,0.519,0.127,2,3,200
353,26.0,48,6.7,3.2,1.7,-1.1,0.032,0.109,0.125,0.564,0.094,3,3,200
30,23.0,57,20.3,6.4,2.1,6.9,0.031,0.149,0.245,0.583,0.095,1,3,17
30,24.0,58,24.7,6.0,3.4,1.8,0.035,0.136,0.29,0.586,0.162,2,3,17
30,25.0,66,23.6,6.1,3.5,9.8,0.024,0.145,0.298,0.574,0.173,3,3,17
13,29.0,65,10.5,5.9,2.5,-2.9,0.026,0.1689999999999999,0.152,0.5529999999999999,0.1169999999999999,1,3,7
13,30.0,60,10.1,4.7,2.1,6.3,0.02,0.146,0.152,0.574,0.102,2,3,7
13,31.0,67,9.4,5.3,1.9,10.2,0.017,0.16,0.146,0.541,0.08,3,3,7
433,23.0,65,4.7,1.6,1.2,2.4,0.033,0.049,0.108,0.539,0.081,1,3,240
433,24.0,65,3.9,1.9,1.0,4.6,0.023,0.07,0.09,0.508,0.064,2,3,240
433,25.0,66,5.7,2.3,1.1,3.8,0.026,0.064,0.095,0.594,0.063,3,3,240
4,29.0,69,6.6,3.6,0.9,0.1,0.055,0.1369999999999999,0.151,0.565,0.067,1,3,2
4,30.0,41,8.4,4.0,1.5,-3.8,0.042,0.123,0.1369999999999999,0.613,0.087,2,3,2
4,31.0,7,4.1,1.7,0.4,0.9,0.086,0.121,0.206,0.5529999999999999,0.081,3,3,2
67,22.0,23,4.7,3.9,0.8,8.7,0.107,0.2,0.144,0.674,0.095,1,3,41
67,23.0,46,5.1,3.9,1.2,2.1,0.114,0.207,0.187,0.583,0.147,2,3,41
67,24.0,68,8.3,4.9,2.4,7.0,0.0969999999999999,0.158,0.177,0.664,0.193,3,3,41
275,26.0,45,10.0,4.7,7.2,-3.0,0.039,0.126,0.19,0.47,0.347,1,3,153
275,27.0,63,10.1,3.4,3.2,-3.0,0.0409999999999999,0.098,0.2239999999999999,0.478,0.209,2,3,153
275,28.0,50,3.0,1.8,2.0,-2.0,0.035,0.115,0.175,0.397,0.252,3,3,153
224,26.0,57,17.7,15.2,2.7,-5.0,0.129,0.336,0.253,0.5529999999999999,0.133,1,3,127
224,27.0,46,14.9,12.0,2.0,-3.9,0.132,0.336,0.2689999999999999,0.519,0.124,2,3,127
224,28.0,73,7.9,9.3,1.8,2.4,0.155,0.305,0.181,0.574,0.13,3,3,127
468,22.0,55,10.3,2.9,2.1,-10.5,0.021,0.108,0.22,0.53,0.168,1,3,259
468,23.0,42,11.7,2.4,2.1,0.8,0.015,0.096,0.2269999999999999,0.569,0.155,2,3,259
468,24.0,76,13.8,3.4,2.9,0.3,0.017,0.099,0.195,0.597,0.144,3,3,259
416,27.0,33,7.4,1.5,2.5,2.0,0.03,0.066,0.196,0.5479999999999999,0.2339999999999999,1,3,228
416,28.0,62,6.6,0.9,1.3,1.3,0.011,0.047,0.193,0.544,0.129,2,3,228
416,29.0,42,5.1,0.8,1.4,-0.5,0.009,0.064,0.25,0.475,0.2189999999999999,3,3,228
223,23.0,18,3.2,0.9,0.8,-0.5,0.025,0.066,0.174,0.493,0.139,1,3,126
223,24.0,44,3.2,1.0,0.5,-1.2,0.023,0.081,0.145,0.585,0.09,2,3,126
223,25.0,69,9.0,2.9,1.8,-0.9,0.017,0.102,0.154,0.598,0.1119999999999999,3,3,126
21,28.0,46,12.5,4.3,2.1,-0.9,0.019,0.135,0.195,0.547,0.107,1,3,12
21,29.0,36,10.1,3.6,1.5,-0.3,0.032,0.1369999999999999,0.18,0.5870000000000001,0.094,2,3,12
21,30.0,56,7.3,2.8,1.4,0.6,0.026,0.134,0.1889999999999999,0.521,0.124,3,3,12
314,21.0,38,18.2,11.5,1.9,4.0,0.12,0.225,0.231,0.568,0.091,1,3,174
314,22.0,69,14.4,10.5,1.4,6.3,0.1169999999999999,0.236,0.179,0.653,0.066,2,3,174
314,23.0,58,17.2,10.2,1.4,9.6,0.093,0.241,0.217,0.6559999999999999,0.071,3,3,174
458,21.0,10,2.0,1.0,0.5,11.0,0.015,0.141,0.163,0.4479999999999999,0.125,1,3,252
458,22.0,6,7.3,3.0,1.5,-3.3,0.051,0.135,0.191,0.6,0.18,2,3,252
458,23.0,10,4.5,1.2,0.9,-11.9,0.0,0.115,0.195,0.4379999999999999,0.125,3,3,252
265,23.0,22,4.9,3.9,0.7,-11.0,0.099,0.203,0.15,0.682,0.089,1,3,148
265,24.0,54,5.8,4.5,0.8,-4.6,0.09,0.207,0.166,0.618,0.086,2,3,148
265,25.0,71,7.7,5.4,1.2,-12.8,0.0969999999999999,0.1969999999999999,0.171,0.638,0.107,3,3,148
410,29.0,58,5.4,3.3,0.8,-5.7,0.0579999999999999,0.118,0.123,0.5529999999999999,0.061,1,3,224
410,30.0,50,5.5,3.9,1.0,-3.7,0.07,0.185,0.141,0.579,0.084,2,3,224
410,31.0,78,6.6,4.0,1.2,-5.0,0.05,0.1369999999999999,0.139,0.556,0.0819999999999999,3,3,224
378,29.0,27,3.6,1.2,3.4,-6.9,0.024,0.071,0.171,0.4639999999999999,0.391,1,3,210
378,30.0,5,1.6,1.6,3.2,7.8,0.0,0.107,0.178,0.177,0.3329999999999999,2,3,210
378,31.0,12,3.3,1.6,2.8,-17.5,0.024,0.066,0.1369999999999999,0.3979999999999999,0.254,3,3,210
484,31.0,51,7.9,5.2,3.6,10.2,0.04,0.145,0.131,0.56,0.18,1,3,264
484,32.0,37,7.5,3.2,2.1,9.0,0.037,0.108,0.146,0.58,0.123,2,3,264
484,33.0,58,9.2,4.1,4.6,3.7,0.038,0.119,0.158,0.539,0.249,3,3,264
191,27.0,62,6.6,4.5,0.4,5.7,0.121,0.185,0.185,0.5870000000000001,0.049,1,3,111
191,28.0,60,13.6,6.7,1.1,3.8,0.078,0.192,0.2019999999999999,0.634,0.068,2,3,111
191,29.0,80,9.4,6.2,0.3,5.3,0.095,0.183,0.172,0.57,0.022,3,3,111
91,30.0,56,20.4,3.9,4.8,7.1,0.02,0.1,0.268,0.575,0.2319999999999999,1,3,56
91,31.0,43,19.3,4.0,4.9,3.1,0.012,0.113,0.256,0.5589999999999999,0.233,2,3,56
91,32.0,37,11.6,3.0,3.5,-9.1,0.0139999999999999,0.099,0.2019999999999999,0.537,0.22,3,3,56
124,24.0,30,7.6,1.6,4.2,-5.8,0.01,0.079,0.151,0.5870000000000001,0.303,1,3,76
124,25.0,51,5.0,2.1,3.8,-6.3,0.02,0.09,0.133,0.502,0.292,2,3,76
124,26.0,62,3.8,1.5,2.9,2.4,0.023,0.075,0.115,0.535,0.258,3,3,76
512,20.0,48,3.6,2.3,0.5,-3.2,0.048,0.12,0.131,0.505,0.05,1,3,283
512,21.0,48,4.6,2.7,0.5,-2.2,0.046,0.144,0.135,0.589,0.049,2,3,283
512,22.0,42,9.8,5.6,1.3,-0.9,0.052,0.158,0.155,0.575,0.074,3,3,283
448,28.0,47,4.8,2.3,0.9,-2.3,0.027,0.156,0.16,0.569,0.106,1,3,247
448,29.0,35,9.7,3.8,0.8,0.6,0.0279999999999999,0.157,0.1939999999999999,0.599,0.069,2,3,247
448,30.0,43,8.0,3.0,0.5,1.8,0.032,0.166,0.198,0.63,0.06,3,3,247
10,26.0,23,9.1,2.5,0.7,2.0,0.03,0.075,0.165,0.544,0.0409999999999999,1,3,5
10,27.0,45,5.1,1.5,0.6,-5.8,0.019,0.083,0.147,0.5770000000000001,0.067,2,3,5
10,28.0,34,2.4,1.1,0.3,-3.4,0.025,0.123,0.16,0.5,0.055,3,3,5
349,27.0,20,2.8,1.2,0.8,-6.8,0.085,0.081,0.2019999999999999,0.496,0.174,1,3,197
349,28.0,57,2.9,2.2,0.8,2.5,0.093,0.113,0.147,0.523,0.113,2,3,197
349,29.0,48,3.6,2.1,0.5,-10.1,0.083,0.129,0.155,0.5770000000000001,0.071,3,3,197
464,24.0,36,6.0,2.3,0.9,-3.6,0.037,0.118,0.163,0.539,0.0819999999999999,1,3,256
464,25.0,31,3.4,2.2,0.8,5.8,0.0409999999999999,0.144,0.135,0.511,0.095,2,3,256
464,26.0,15,2.0,1.9,0.6,10.4,0.118,0.142,0.1119999999999999,0.506,0.108,3,3,256
286,28.0,51,9.0,9.8,1.6,4.2,0.121,0.249,0.135,0.62,0.087,1,3,158
286,29.0,68,5.4,5.5,0.6,2.6,0.13,0.2269999999999999,0.125,0.6629999999999999,0.059,2,3,158
286,30.0,39,5.3,4.7,0.6,-11.0,0.079,0.178,0.131,0.534,0.061,3,3,158
205,25.0,66,10.1,5.1,1.5,-7.9,0.053,0.18,0.207,0.53,0.1119999999999999,1,3,118
205,26.0,66,11.4,7.1,1.1,5.1,0.085,0.2289999999999999,0.2019999999999999,0.598,0.075,2,3,118
205,27.0,72,14.6,9.1,1.2,6.3,0.085,0.218,0.207,0.5710000000000001,0.061,3,3,118
52,22.0,72,9.8,2.3,1.1,2.7,0.011,0.093,0.177,0.579,0.073,1,3,31
52,23.0,55,9.1,2.1,1.5,6.0,0.015,0.09,0.195,0.544,0.111,2,3,31
52,24.0,67,7.6,2.6,1.9,0.8,0.015,0.104,0.17,0.502,0.129,3,3,31
232,29.0,49,8.6,2.3,1.3,7.4,0.015,0.077,0.153,0.537,0.07,1,3,132
232,30.0,27,6.4,2.1,1.7,-10.2,0.013,0.078,0.146,0.487,0.108,2,3,132
232,31.0,62,6.4,2.2,0.8,-5.8,0.021,0.073,0.119,0.55,0.046,3,3,132
437,27.0,62,5.8,3.9,1.1,1.2,0.038,0.1169999999999999,0.105,0.5720000000000001,0.062,1,3,241
437,28.0,37,5.2,2.4,1.2,-2.9,0.017,0.0969999999999999,0.114,0.527,0.071,2,3,241
437,29.0,47,4.6,2.4,0.5,-4.2,0.0139999999999999,0.114,0.1119999999999999,0.561,0.035,3,3,241
58,30.0,52,17.5,6.7,4.1,8.5,0.031,0.159,0.206,0.595,0.178,1,3,35
58,31.0,44,19.6,5.9,4.1,0.7,0.024,0.143,0.235,0.584,0.1889999999999999,2,3,35
58,32.0,49,15.9,4.6,3.6,-0.4,0.022,0.114,0.2019999999999999,0.57,0.16,3,3,35
209,27.0,40,4.6,2.8,0.4,-7.4,0.061,0.131,0.147,0.493,0.032,1,3,119
209,28.0,39,3.1,1.4,0.2,0.7,0.076,0.113,0.1639999999999999,0.604,0.036,2,3,119
209,29.0,17,3.5,1.9,0.3,-12.9,0.059,0.115,0.148,0.457,0.034,3,3,119
407,28.0,65,9.9,3.9,5.4,-1.5,0.04,0.1009999999999999,0.165,0.5329999999999999,0.2689999999999999,1,3,221
407,29.0,58,7.7,2.4,4.7,-0.8,0.024,0.087,0.15,0.614,0.278,2,3,221
407,30.0,55,3.6,2.3,3.3,-8.0,0.0289999999999999,0.11,0.124,0.461,0.285,3,3,221
426,24.0,65,7.4,1.6,4.4,-2.3,0.0069999999999999,0.071,0.165,0.532,0.314,1,3,234
426,25.0,70,6.3,2.0,3.7,-2.8,0.016,0.093,0.165,0.511,0.305,2,3,234
426,26.0,73,8.7,2.4,4.4,7.6,0.01,0.0969999999999999,0.1639999999999999,0.544,0.285,3,3,234
408,22.0,58,4.9,4.6,0.4,0.1,0.158,0.226,0.147,0.6809999999999999,0.051,1,3,222
408,23.0,42,7.1,5.7,0.9,-1.8,0.121,0.2239999999999999,0.154,0.6779999999999999,0.077,2,3,222
408,24.0,55,3.0,3.4,0.5,5.2,0.123,0.196,0.128,0.6,0.065,3,3,222
510,27.0,14,11.9,3.4,1.8,3.2,0.036,0.108,0.201,0.55,0.113,1,3,281
510,28.0,28,9.7,5.4,2.0,-3.0,0.044,0.198,0.184,0.552,0.133,2,3,281
510,29.0,63,8.2,5.7,1.5,6.8,0.06,0.1889999999999999,0.145,0.581,0.0969999999999999,3,3,281
268,23.0,60,14.0,4.6,2.1,-10.6,0.047,0.1159999999999999,0.207,0.5710000000000001,0.126,1,3,150
268,24.0,40,9.5,3.2,1.3,-6.8,0.038,0.138,0.2339999999999999,0.561,0.125,2,3,150
268,25.0,58,5.8,1.8,0.6,-2.3,0.042,0.1,0.174,0.612,0.074,3,3,150
385,25.0,52,5.8,2.5,1.2,-0.5,0.023,0.109,0.134,0.544,0.089,1,3,215
385,26.0,41,2.4,2.2,0.4,-6.6,0.025,0.13,0.103,0.428,0.045,2,3,215
385,27.0,3,7.3,4.3,0.0,-1.4,0.036,0.143,0.111,0.557,0.0,3,3,215
118,26.0,51,7.3,3.6,3.4,-0.1,0.017,0.132,0.145,0.51,0.198,1,3,72
118,27.0,4,1.3,1.5,0.5,-31.4,0.0,0.125,0.157,0.182,0.08,2,3,72
118,28.0,14,7.6,3.5,5.6,-12.0,0.027,0.12,0.176,0.482,0.3389999999999999,3,3,72
427,24.0,63,6.4,5.7,1.1,-2.4,0.0559999999999999,0.228,0.136,0.557,0.072,1,3,235
427,25.0,23,5.0,3.7,0.6,-14.5,0.022,0.213,0.128,0.574,0.06,2,3,235
427,26.0,75,10.5,5.1,1.2,-7.2,0.0559999999999999,0.1889999999999999,0.205,0.588,0.09,3,3,235
95,24.0,31,6.4,3.1,0.7,-1.7,0.021,0.154,0.171,0.506,0.071,1,3,58
95,25.0,35,4.5,2.2,0.5,15.6,0.052,0.159,0.1989999999999999,0.551,0.071,2,3,58
95,26.0,30,5.7,1.8,0.7,-6.2,0.035,0.086,0.18,0.484,0.072,3,3,58
293,26.0,48,6.7,1.9,1.2,-5.3,0.011,0.091,0.158,0.527,0.105,1,3,160
293,27.0,46,6.7,2.0,2.0,-12.5,0.005,0.095,0.162,0.499,0.161,2,3,160
293,28.0,2,2.0,1.0,0.5,-0.8,0.0,0.111,0.089,0.5,0.071,3,3,160
300,24.0,45,23.1,3.9,6.3,-8.1,0.011,0.107,0.305,0.556,0.327,1,3,166
300,25.0,42,19.0,2.6,5.8,-7.0,0.012,0.077,0.283,0.555,0.3229999999999999,2,3,166
300,26.0,65,18.1,3.3,7.1,4.7,0.011,0.089,0.246,0.544,0.32,3,3,166
322,22.0,51,21.1,3.8,6.8,-4.0,0.021,0.099,0.29,0.5579999999999999,0.336,1,3,180
322,23.0,58,25.2,3.5,7.2,-4.5,0.016,0.085,0.304,0.565,0.326,2,3,180
322,24.0,59,23.2,3.9,5.6,-4.4,0.012,0.096,0.284,0.5489999999999999,0.254,3,3,180
333,23.0,56,9.0,1.9,1.9,-0.6,0.013,0.071,0.165,0.578,0.12,1,3,188
333,24.0,66,8.5,2.5,1.7,-8.2,0.017,0.104,0.19,0.529,0.127,2,3,188
333,25.0,56,4.6,1.6,0.8,-5.9,0.024,0.1009999999999999,0.161,0.509,0.094,3,3,188
31,20.0,64,7.4,4.0,0.9,-1.8,0.085,0.14,0.146,0.6890000000000001,0.074,1,3,18
31,21.0,60,7.5,4.3,0.6,-0.9,0.087,0.161,0.156,0.675,0.057,2,3,18
31,22.0,70,9.3,4.5,0.6,0.5,0.08,0.146,0.159,0.68,0.047,3,3,18
192,23.0,18,3.2,1.8,0.6,-6.7,0.103,0.186,0.218,0.608,0.1639999999999999,1,3,112
192,24.0,36,6.3,3.1,0.8,-7.8,0.064,0.175,0.1939999999999999,0.5710000000000001,0.08,2,3,112
192,25.0,60,8.9,5.6,1.0,-5.7,0.027,0.2269999999999999,0.184,0.546,0.071,3,3,112
502,29.0,70,12.4,6.6,1.3,0.9,0.027,0.18,0.1689999999999999,0.5589999999999999,0.059,1,3,275
502,30.0,70,8.5,6.7,1.7,4.8,0.026,0.183,0.114,0.5529999999999999,0.066,2,3,275
502,31.0,71,8.5,5.5,1.3,0.6,0.03,0.1669999999999999,0.134,0.5720000000000001,0.066,3,3,275
89,24.0,20,3.4,3.3,1.0,-18.3,0.098,0.151,0.147,0.4029999999999999,0.12,1,3,54
89,25.0,61,4.1,5.3,2.0,6.0,0.098,0.165,0.092,0.575,0.132,2,3,54
89,26.0,82,6.0,7.3,2.0,6.0,0.12,0.21,0.12,0.586,0.127,3,3,54
492,23.0,11,1.1,0.6,1.0,-13.7,0.011,0.074,0.107,0.336,0.183,1,3,269
492,24.0,20,2.3,0.6,0.4,-22.6,0.024,0.07,0.18,0.547,0.107,2,3,269
492,25.0,11,2.7,1.3,0.5,-8.6,0.0289999999999999,0.182,0.15,0.647,0.102,3,3,269
319,31.0,56,8.3,10.0,1.9,-1.8,0.105,0.293,0.136,0.682,0.132,1,3,178
319,32.0,57,7.5,7.5,1.6,-1.9,0.0969999999999999,0.231,0.128,0.736,0.099,2,3,178
319,33.0,48,4.3,5.5,0.4,-10.8,0.127,0.262,0.132,0.6409999999999999,0.051,3,3,178
500,25.0,73,9.0,1.9,3.5,0.8,0.0139999999999999,0.067,0.168,0.545,0.2189999999999999,1,3,274
500,26.0,47,10.2,2.0,3.2,6.2,0.009,0.071,0.161,0.574,0.172,2,3,274
500,27.0,75,12.6,3.0,4.4,6.0,0.013,0.087,0.173,0.583,0.201,3,3,274
151,31.0,73,8.3,3.3,1.3,1.3,0.017,0.104,0.13,0.585,0.068,1,3,87
151,32.0,72,10.5,3.6,1.7,-0.6,0.0139999999999999,0.098,0.138,0.5710000000000001,0.07,2,3,87
151,33.0,74,10.1,2.6,1.7,-5.1,0.0139999999999999,0.08,0.156,0.5429999999999999,0.086,3,3,87
280,28.0,40,9.4,5.7,1.5,8.9,0.071,0.132,0.126,0.677,0.076,1,3,155
280,29.0,58,5.9,4.0,1.1,4.0,0.086,0.158,0.129,0.688,0.09,2,3,155
280,30.0,82,8.7,4.9,1.2,2.5,0.099,0.134,0.136,0.725,0.081,3,3,155
361,31.0,57,27.2,7.9,7.0,3.1,0.044,0.157,0.33,0.536,0.34,1,3,205
361,32.0,65,22.2,11.5,11.7,-1.2,0.043,0.249,0.295,0.509,0.477,2,3,205
361,33.0,78,18.5,7.4,7.1,-4.0,0.039,0.165,0.264,0.512,0.311,3,3,205
104,28.0,66,10.3,2.3,1.5,-4.4,0.019,0.068,0.149,0.584,0.089,1,3,64
104,29.0,40,4.8,1.1,0.7,3.2,0.017,0.08,0.163,0.605,0.08,2,3,64
104,30.0,7,2.0,2.6,1.7,-6.6,0.023,0.106,0.118,0.2689999999999999,0.156,3,3,64
87,27.0,69,9.3,2.1,1.6,3.5,0.021,0.0559999999999999,0.142,0.584,0.085,1,3,52
