ID,age,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season_no,total_season,block_id
87,28.0,67,9.7,2.7,1.9,3.3,0.015,0.081,0.139,0.588,0.091,2,3,52
87,29.0,77,13.2,3.4,1.9,-4.7,0.018,0.093,0.185,0.568,0.09,3,3,52
240,21.0,70,8.3,2.2,1.4,-7.6,0.015,0.08,0.18,0.502,0.098,1,3,134
240,22.0,64,7.8,2.2,1.4,0.8,0.012,0.109,0.18,0.589,0.1169999999999999,2,3,134
240,23.0,57,17.3,2.6,3.9,-2.5,0.015,0.075,0.244,0.583,0.2189999999999999,3,3,134
170,21.0,56,4.3,3.5,0.9,-5.6,0.085,0.179,0.147,0.542,0.1009999999999999,1,3,101
170,22.0,33,1.5,2.4,0.3,-6.0,0.066,0.256,0.133,0.475,0.069,2,3,101
170,23.0,30,2.9,1.8,0.2,-10.1,0.102,0.223,0.1969999999999999,0.6709999999999999,0.0819999999999999,3,3,101
190,24.0,28,5.1,1.9,3.0,9.3,0.02,0.102,0.175,0.499,0.295,1,3,110
190,25.0,22,4.0,1.1,3.0,3.0,0.012,0.088,0.2,0.461,0.382,2,3,110
190,26.0,34,2.0,1.1,1.9,-7.9,0.023,0.073,0.132,0.407,0.264,3,3,110
445,22.0,55,9.3,4.7,0.8,0.7,0.07,0.214,0.211,0.617,0.074,1,3,244
445,23.0,61,19.0,7.3,1.1,8.3,0.051,0.1889999999999999,0.214,0.6629999999999999,0.052,2,3,244
445,24.0,9,9.9,6.6,1.9,9.8,0.035,0.172,0.192,0.416,0.085,3,3,244
65,31.0,40,12.2,1.7,3.7,-10.4,0.011,0.063,0.236,0.531,0.2239999999999999,1,3,39
65,32.0,3,7.7,1.3,1.7,6.7,0.019,0.052,0.2739999999999999,0.412,0.1669999999999999,2,3,39
65,33.0,22,8.4,1.3,1.5,-1.3,0.012,0.071,0.245,0.516,0.155,3,3,39
504,35.0,72,6.9,6.6,1.6,3.0,0.042,0.1369999999999999,0.087,0.5589999999999999,0.061,1,3,277
504,36.0,52,3.7,3.9,1.2,-5.5,0.035,0.113,0.072,0.51,0.057,2,3,277
504,37.0,71,7.6,5.5,2.1,6.2,0.052,0.146,0.1159999999999999,0.593,0.107,3,3,277
96,24.0,44,6.5,2.9,0.7,-10.6,0.03,0.131,0.156,0.539,0.064,1,3,59
96,25.0,30,2.6,1.6,0.4,-7.7,0.037,0.154,0.144,0.518,0.075,2,3,59
96,26.0,59,5.7,3.9,0.7,0.8,0.061,0.163,0.144,0.578,0.059,3,3,59
358,33.0,67,10.8,5.4,1.7,0.2,0.04,0.1939999999999999,0.211,0.5529999999999999,0.1159999999999999,1,3,202
358,34.0,63,11.4,4.8,1.4,4.5,0.0279999999999999,0.176,0.23,0.532,0.1,2,3,202
358,35.0,55,8.1,4.4,1.0,8.7,0.05,0.166,0.185,0.539,0.078,3,3,202
75,28.0,72,14.5,4.9,2.2,-2.5,0.03,0.111,0.172,0.574,0.092,1,3,45
75,29.0,58,16.1,6.6,3.5,-1.8,0.031,0.152,0.1689999999999999,0.626,0.128,2,3,45
75,30.0,77,16.4,5.6,2.4,-6.7,0.031,0.135,0.184,0.623,0.103,3,3,45
155,27.0,13,5.3,4.0,2.0,-12.0,0.031,0.163,0.125,0.529,0.144,1,3,90
155,28.0,53,5.7,4.4,2.8,3.8,0.026,0.172,0.108,0.6759999999999999,0.181,2,3,90
155,29.0,73,4.1,2.4,1.7,2.9,0.03,0.143,0.144,0.561,0.18,3,3,90
389,26.0,54,7.2,5.8,1.3,-5.5,0.072,0.2019999999999999,0.144,0.589,0.098,1,3,217
389,27.0,53,5.3,4.5,0.7,9.4,0.073,0.175,0.12,0.647,0.053,2,3,217
389,28.0,20,1.7,2.0,0.5,7.2,0.064,0.144,0.099,0.474,0.074,3,3,217
3,30.0,68,34.3,6.6,7.5,5.8,0.026,0.139,0.356,0.626,0.366,1,3,1
3,31.0,44,24.6,7.9,10.8,2.9,0.023,0.191,0.283,0.618,0.442,2,3,1
3,32.0,65,22.0,7.7,10.3,3.5,0.024,0.176,0.266,0.583,0.401,3,3,1
284,31.0,50,18.1,2.4,5.6,-3.4,0.021,0.071,0.303,0.555,0.373,1,3,157
284,32.0,50,14.7,2.6,4.2,4.9,0.015,0.081,0.252,0.55,0.276,2,3,157
284,33.0,26,12.0,3.0,4.0,5.8,0.032,0.08,0.217,0.541,0.266,3,3,157
17,22.0,3,0.7,0.0,0.0,-61.1,0.0,0.0,0.222,0.25,0.0,1,3,9
17,23.0,8,0.4,0.3,0.1,-16.4,0.0,0.091,0.2,0.26,0.125,2,3,9
17,24.0,5,7.4,0.4,2.8,9.8,0.047,0.0,0.287,0.6659999999999999,0.5379999999999999,3,3,9
409,28.0,59,8.0,1.9,2.2,-5.5,0.005,0.064,0.11,0.598,0.11,1,3,223
409,29.0,47,5.3,2.4,1.3,2.2,0.019,0.09,0.084,0.708,0.08,2,3,223
409,30.0,53,3.5,1.9,0.5,-7.8,0.018,0.107,0.099,0.541,0.047,3,3,223
384,23.0,30,2.1,1.7,0.3,-7.2,0.08,0.148,0.124,0.546,0.046,1,3,214
384,24.0,21,3.4,2.6,0.5,0.8,0.069,0.135,0.135,0.5329999999999999,0.063,2,3,214
384,25.0,26,5.4,3.7,0.5,6.7,0.105,0.151,0.165,0.5489999999999999,0.053,3,3,214
342,23.0,41,2.4,1.3,1.3,0.1,0.026,0.1119999999999999,0.123,0.545,0.209,1,3,192
342,24.0,67,7.0,3.6,1.6,2.7,0.044,0.14,0.144,0.603,0.114,2,3,192
342,25.0,81,10.8,5.2,2.6,1.5,0.044,0.127,0.157,0.5720000000000001,0.131,3,3,192
83,31.0,56,17.6,9.8,3.2,-8.0,0.03,0.286,0.225,0.599,0.15,1,3,50
83,32.0,25,12.2,7.4,2.5,-6.5,0.026,0.272,0.211,0.556,0.153,2,3,50
83,33.0,74,13.6,7.2,2.2,1.5,0.051,0.258,0.239,0.594,0.153,3,3,50
320,22.0,60,7.6,3.7,2.9,5.1,0.035,0.1369999999999999,0.185,0.501,0.196,1,3,179
320,23.0,52,9.1,3.1,2.5,6.0,0.026,0.118,0.1889999999999999,0.568,0.172,2,3,179
320,24.0,73,10.8,4.5,2.7,5.6,0.034,0.15,0.205,0.529,0.157,3,3,179
119,24.0,35,26.5,10.8,4.4,-1.5,0.075,0.24,0.278,0.642,0.21,1,3,73
119,25.0,50,24.8,10.6,4.5,-0.1,0.075,0.237,0.286,0.612,0.216,2,3,73
119,26.0,74,24.6,9.8,3.6,5.3,0.074,0.21,0.272,0.64,0.177,3,3,73
323,27.0,54,15.4,4.5,1.7,-0.3,0.021,0.13,0.183,0.628,0.081,1,3,181
323,28.0,57,11.5,2.9,0.9,2.1,0.011,0.095,0.148,0.62,0.043,2,3,181
323,29.0,56,5.6,2.1,0.6,1.0,0.0139999999999999,0.127,0.165,0.531,0.054,3,3,181
19,21.0,11,1.1,0.8,0.2,-23.4,0.065,0.143,0.133,0.6759999999999999,0.057,1,3,11
19,22.0,64,5.4,5.8,1.2,-1.1,0.096,0.211,0.118,0.612,0.091,2,3,11
19,23.0,74,6.9,8.4,1.3,5.0,0.107,0.212,0.108,0.612,0.066,3,3,11
14,32.0,68,6.6,5.7,0.5,5.8,0.111,0.218,0.145,0.652,0.044,1,3,8
14,33.0,46,7.3,5.2,0.8,-6.1,0.105,0.231,0.228,0.541,0.098,2,3,8
14,34.0,74,9.2,6.7,0.6,5.8,0.134,0.266,0.214,0.6509999999999999,0.055,3,3,8
93,29.0,67,8.2,4.6,1.7,1.5,0.034,0.191,0.165,0.621,0.131,1,3,57
93,30.0,70,13.5,7.0,2.9,-2.5,0.043,0.196,0.19,0.61,0.151,2,3,57
93,31.0,40,9.1,4.4,2.8,-4.9,0.067,0.17,0.207,0.561,0.214,3,3,57
107,34.0,53,18.9,7.4,2.4,-3.2,0.0579999999999999,0.162,0.236,0.5710000000000001,0.1169999999999999,1,3,66
107,35.0,26,13.5,4.5,1.9,-2.8,0.027,0.148,0.2239999999999999,0.556,0.109,2,3,66
107,36.0,47,12.9,5.5,0.9,0.1,0.071,0.16,0.2189999999999999,0.604,0.062,3,3,66
352,22.0,46,13.2,7.2,1.8,-6.6,0.081,0.198,0.185,0.649,0.107,1,3,199
352,23.0,10,14.3,6.1,1.5,-2.1,0.063,0.163,0.163,0.7040000000000001,0.079,2,3,199
352,24.0,27,7.4,4.0,0.9,-9.1,0.06,0.187,0.188,0.607,0.083,3,3,199
339,19.0,6,5.7,1.2,1.0,-9.5,0.022,0.0559999999999999,0.18,0.535,0.107,1,3,191
339,20.0,65,9.0,2.6,2.8,1.0,0.019,0.104,0.21,0.536,0.209,2,3,191
339,21.0,60,10.0,3.2,2.7,-2.2,0.024,0.1,0.1889999999999999,0.503,0.153,3,3,191
183,24.0,57,8.8,3.3,1.2,1.0,0.037,0.109,0.151,0.586,0.078,1,3,107
183,25.0,60,9.6,3.3,1.4,5.7,0.023,0.118,0.1639999999999999,0.563,0.083,2,3,107
183,26.0,66,12.5,4.1,1.5,6.2,0.023,0.123,0.1669999999999999,0.625,0.079,3,3,107
230,27.0,71,10.1,2.2,0.8,5.0,0.012,0.079,0.157,0.622,0.05,1,3,131
230,28.0,53,7.7,1.9,0.7,-4.2,0.015,0.091,0.192,0.523,0.064,2,3,131
230,29.0,64,10.2,1.6,0.9,-13.1,0.009,0.072,0.207,0.5670000000000001,0.077,3,3,131
354,29.0,59,5.5,2.8,1.8,-2.1,0.026,0.118,0.135,0.535,0.124,1,3,201
354,30.0,71,4.5,3.0,1.1,1.0,0.0279999999999999,0.111,0.102,0.498,0.065,2,3,201
354,31.0,13,0.6,1.8,0.9,14.3,0.043,0.115,0.064,0.2,0.1169999999999999,3,3,201
465,27.0,54,16.5,4.9,7.1,2.3,0.0279999999999999,0.124,0.249,0.541,0.35,1,3,257
465,28.0,56,21.2,5.3,5.9,-0.5,0.0289999999999999,0.118,0.257,0.561,0.271,2,3,257
465,29.0,36,19.1,5.1,5.9,-0.4,0.026,0.121,0.241,0.557,0.271,3,3,257
27,22.0,66,23.4,7.0,3.0,10.6,0.027,0.165,0.28,0.5670000000000001,0.143,1,3,14
27,23.0,64,26.4,7.4,4.3,3.0,0.021,0.188,0.298,0.5760000000000001,0.196,2,3,14
27,24.0,76,26.9,8.0,4.4,12.1,0.032,0.18,0.313,0.578,0.204,3,3,14
113,22.0,3,1.3,0.3,0.3,-45.8,0.0,0.091,0.2,0.4,0.125,1,3,69
113,23.0,31,2.8,1.1,1.0,-4.2,0.019,0.128,0.185,0.449,0.184,2,3,69
113,24.0,19,3.9,0.9,0.9,-13.6,0.02,0.069,0.182,0.526,0.149,3,3,69
227,31.0,18,15.5,4.7,3.3,-2.6,0.032,0.128,0.2769999999999999,0.476,0.184,1,3,129
227,32.0,46,11.0,4.9,3.0,2.1,0.0289999999999999,0.159,0.191,0.546,0.171,2,3,129
227,33.0,56,6.4,4.1,1.9,-4.7,0.061,0.1689999999999999,0.1669999999999999,0.518,0.157,3,3,129
303,28.0,72,6.4,2.6,3.5,-0.3,0.024,0.0819999999999999,0.127,0.517,0.1989999999999999,1,3,167
303,29.0,63,8.2,2.5,3.4,-5.5,0.024,0.085,0.159,0.556,0.204,2,3,167
303,30.0,65,8.0,2.7,3.6,-6.4,0.017,0.092,0.141,0.579,0.22,3,3,167
162,22.0,59,6.3,1.4,1.0,-3.4,0.025,0.07,0.203,0.51,0.107,1,3,95
162,23.0,40,9.8,2.2,0.9,-1.0,0.021,0.092,0.207,0.598,0.079,2,3,95
162,24.0,53,10.6,1.6,1.0,-6.8,0.015,0.0579999999999999,0.203,0.53,0.077,3,3,95
308,20.0,59,12.3,1.9,3.9,-8.7,0.0139999999999999,0.046,0.201,0.498,0.182,1,3,169
308,21.0,54,17.4,2.4,6.1,-6.6,0.013,0.062,0.245,0.547,0.298,2,3,169
308,22.0,68,21.7,3.3,8.6,6.6,0.017,0.074,0.272,0.5760000000000001,0.3779999999999999,3,3,169
251,23.0,69,24.0,4.4,4.3,2.6,0.023,0.1009999999999999,0.303,0.5579999999999999,0.214,1,3,140
251,24.0,53,26.4,4.4,5.2,7.9,0.0279999999999999,0.095,0.327,0.569,0.266,2,3,140
251,25.0,67,25.9,4.2,5.3,5.9,0.024,0.096,0.322,0.5720000000000001,0.267,3,3,140
310,22.0,34,5.5,2.3,2.9,-17.1,0.034,0.102,0.223,0.3989999999999999,0.297,1,3,171
310,23.0,23,6.7,2.4,3.3,-2.2,0.0289999999999999,0.099,0.191,0.492,0.276,2,3,171
310,24.0,37,5.6,2.4,3.6,-9.8,0.0289999999999999,0.107,0.173,0.474,0.311,3,3,171
66,22.0,3,0.0,0.7,0.0,-11.5,0.0,0.1669999999999999,0.071,0.0,0.0,1,3,40
66,23.0,61,8.7,5.6,1.8,-14.1,0.057,0.1689999999999999,0.171,0.555,0.118,2,3,40
66,24.0,45,10.1,4.8,1.6,-8.8,0.074,0.145,0.185,0.607,0.1169999999999999,3,3,40
480,26.0,63,18.6,7.1,1.7,6.5,0.089,0.141,0.245,0.607,0.102,1,3,262
480,27.0,69,13.5,6.2,1.1,1.4,0.1,0.1669999999999999,0.211,0.65,0.078,2,3,262
480,28.0,71,13.1,6.1,2.0,3.0,0.092,0.163,0.198,0.68,0.139,3,3,262
345,29.0,69,14.7,3.2,1.2,-2.5,0.006,0.108,0.216,0.5479999999999999,0.072,1,3,194
345,30.0,46,15.6,3.4,2.3,-8.8,0.01,0.104,0.23,0.53,0.133,2,3,194
345,31.0,63,10.0,2.6,1.8,-11.9,0.013,0.094,0.196,0.515,0.127,3,3,194
261,25.0,68,11.3,3.3,3.5,1.0,0.02,0.105,0.183,0.593,0.203,1,3,145
261,26.0,36,15.4,3.0,3.5,5.1,0.012,0.086,0.223,0.55,0.168,2,3,145
261,27.0,75,13.2,3.5,4.9,4.9,0.017,0.094,0.196,0.5489999999999999,0.231,3,3,145
264,30.0,43,8.0,6.2,6.2,-7.2,0.018,0.192,0.156,0.489,0.31,1,3,147
264,31.0,63,7.0,7.1,8.9,5.4,0.0279999999999999,0.184,0.128,0.53,0.345,2,3,147
264,32.0,46,7.5,7.3,7.0,7.2,0.034,0.204,0.14,0.5820000000000001,0.325,3,3,147
379,28.0,71,15.8,3.3,1.9,5.9,0.011,0.09,0.204,0.581,0.096,1,3,211
379,29.0,70,16.6,3.3,1.8,2.1,0.01,0.1009999999999999,0.23,0.589,0.098,2,3,211
379,30.0,42,14.2,3.7,2.2,1.3,0.01,0.114,0.214,0.52,0.115,3,3,211
483,27.0,67,5.4,4.2,1.6,3.5,0.044,0.151,0.118,0.565,0.115,1,3,263
483,28.0,69,6.8,4.8,1.2,6.9,0.039,0.152,0.113,0.578,0.064,2,3,263
483,29.0,65,9.9,4.2,1.3,-0.7,0.025,0.13,0.1369999999999999,0.62,0.067,3,3,263
215,34.0,67,11.9,6.8,4.0,3.3,0.051,0.171,0.173,0.536,0.187,1,3,122
215,35.0,28,14.2,6.7,3.4,-6.9,0.034,0.195,0.221,0.5379999999999999,0.206,2,3,122
215,36.0,69,10.2,7.7,3.4,9.3,0.054,0.201,0.147,0.574,0.159,3,3,122
270,31.0,36,14.4,2.0,1.5,0.4,0.008,0.0559999999999999,0.215,0.51,0.08,1,3,151
270,32.0,27,17.8,2.1,2.6,-3.3,0.009,0.062,0.246,0.5770000000000001,0.147,2,3,151
270,33.0,57,13.4,2.0,2.7,-5.1,0.009,0.0559999999999999,0.182,0.614,0.1369999999999999,3,3,151
68,20.0,66,5.0,3.4,1.2,-0.4,0.052,0.121,0.106,0.608,0.081,1,3,42
68,21.0,40,2.0,1.7,0.6,-3.3,0.042,0.1,0.1009999999999999,0.461,0.072,2,3,42
68,22.0,15,0.8,0.5,0.3,-22.6,0.043,0.038,0.108,0.363,0.089,3,3,42
161,25.0,65,10.1,6.5,1.7,-3.1,0.032,0.195,0.15,0.563,0.084,1,3,94
161,26.0,47,9.2,8.0,2.3,-0.2,0.039,0.2339999999999999,0.133,0.5660000000000001,0.109,2,3,94
161,27.0,54,14.9,7.2,4.1,-4.9,0.033,0.183,0.184,0.61,0.19,3,3,94
18,33.0,48,9.4,2.8,1.0,-3.8,0.024,0.108,0.188,0.59,0.0819999999999999,1,3,10
18,34.0,68,11.0,3.9,1.6,3.3,0.019,0.1159999999999999,0.154,0.624,0.08,2,3,10
18,35.0,75,10.3,3.1,1.3,1.8,0.024,0.1,0.16,0.627,0.071,3,3,10
210,27.0,55,8.0,5.8,0.9,-5.4,0.094,0.2019999999999999,0.176,0.6,0.083,1,3,120
210,28.0,64,6.6,4.1,0.8,-4.0,0.077,0.174,0.161,0.643,0.069,2,3,120
210,29.0,39,6.0,4.1,1.2,-5.5,0.076,0.168,0.165,0.5770000000000001,0.104,3,3,120
338,35.0,62,6.1,4.3,0.8,-12.5,0.098,0.158,0.145,0.61,0.077,1,3,190
338,36.0,45,5.4,5.6,0.8,7.3,0.102,0.151,0.095,0.6609999999999999,0.054,2,3,190
338,37.0,52,4.4,4.4,0.6,3.3,0.088,0.139,0.099,0.606,0.05,3,3,190
153,25.0,64,19.5,9.7,3.1,-5.9,0.067,0.223,0.271,0.5379999999999999,0.158,1,3,88
153,26.0,71,24.1,10.2,6.0,3.0,0.031,0.2269999999999999,0.285,0.5670000000000001,0.2689999999999999,2,3,88
153,27.0,72,20.1,9.9,5.1,-3.6,0.045,0.225,0.2789999999999999,0.509,0.251,3,3,88
368,29.0,64,12.4,2.3,1.9,3.4,0.016,0.07,0.176,0.643,0.1169999999999999,1,3,208
368,30.0,57,12.5,2.4,2.7,8.2,0.006,0.074,0.1689999999999999,0.607,0.131,2,3,208
368,31.0,64,15.0,3.1,3.6,4.5,0.01,0.0819999999999999,0.182,0.615,0.162,3,3,208
11,30.0,63,6.8,6.2,0.8,5.0,0.055,0.209,0.132,0.5760000000000001,0.051,1,3,6
11,31.0,58,8.1,4.8,0.9,4.1,0.072,0.177,0.172,0.59,0.07,2,3,6
11,32.0,67,6.4,4.2,0.9,-3.5,0.073,0.187,0.168,0.5870000000000001,0.084,3,3,6
363,26.0,58,4.5,1.9,1.7,-4.0,0.019,0.098,0.121,0.551,0.143,1,3,206
363,27.0,44,3.1,1.5,1.3,0.0,0.011,0.135,0.128,0.541,0.176,2,3,206
363,28.0,10,1.6,0.8,0.4,-8.2,0.0,0.105,0.085,0.667,0.091,3,3,206
503,20.0,56,14.3,5.0,2.6,-9.1,0.027,0.134,0.2339999999999999,0.479,0.127,1,3,276
503,21.0,72,17.6,5.8,3.0,2.7,0.027,0.13,0.228,0.535,0.134,2,3,276
503,22.0,70,20.0,5.8,3.0,-3.3,0.025,0.136,0.268,0.511,0.146,3,3,276
103,27.0,39,9.7,4.5,1.9,-1.0,0.043,0.179,0.204,0.545,0.144,1,3,63
103,28.0,47,6.6,4.0,1.7,4.6,0.051,0.208,0.185,0.547,0.154,2,3,63
103,29.0,9,10.6,4.6,1.4,9.6,0.06,0.144,0.185,0.635,0.105,3,3,63
467,23.0,55,11.2,2.7,1.4,-1.9,0.0139999999999999,0.107,0.208,0.546,0.093,1,3,258
467,24.0,37,19.6,4.4,2.4,-7.2,0.021,0.1119999999999999,0.235,0.57,0.114,2,3,258
467,25.0,79,12.1,2.9,1.5,2.0,0.012,0.1,0.1889999999999999,0.544,0.085,3,3,258
37,20.0,57,17.4,4.6,1.4,-2.6,0.033,0.12,0.238,0.593,0.073,1,3,20
37,21.0,11,14.4,5.6,1.1,-10.5,0.06,0.1639999999999999,0.252,0.551,0.074,2,3,20
37,22.0,78,16.3,5.8,1.1,7.9,0.05,0.145,0.248,0.535,0.0579999999999999,3,3,20
317,30.0,68,22.1,5.5,5.6,-1.8,0.019,0.139,0.262,0.603,0.261,1,3,176
317,31.0,61,21.6,4.2,6.9,-2.5,0.019,0.106,0.255,0.591,0.309,2,3,176
317,32.0,76,27.9,5.2,4.9,1.1,0.021,0.122,0.308,0.59,0.228,3,3,176
329,22.0,63,11.8,6.1,7.0,-0.7,0.032,0.142,0.181,0.517,0.292,1,3,185
329,23.0,55,14.6,4.8,5.7,0.5,0.018,0.129,0.2019999999999999,0.551,0.246,2,3,185
329,24.0,35,13.0,5.4,5.1,3.1,0.0289999999999999,0.125,0.17,0.575,0.203,3,3,185
56,21.0,57,6.3,2.1,3.0,-3.9,0.018,0.0819999999999999,0.152,0.497,0.209,1,3,33
56,22.0,33,2.7,0.9,0.6,-3.6,0.019,0.077,0.134,0.512,0.095,2,3,33
56,23.0,58,4.1,1.4,1.2,4.3,0.016,0.094,0.165,0.513,0.149,3,3,33
39,27.0,29,3.9,2.8,1.7,-14.3,0.053,0.127,0.129,0.473,0.158,1,3,22
39,28.0,10,2.5,1.1,0.1,2.2,0.051,0.176,0.153,0.847,0.037,2,3,22
39,29.0,71,7.1,3.5,0.9,8.3,0.0579999999999999,0.132,0.14,0.679,0.076,3,3,22
70,21.0,9,1.9,0.6,0.4,-7.1,0.036,0.068,0.218,0.351,0.114,1,3,43
70,22.0,13,7.0,3.5,1.3,-4.3,0.0409999999999999,0.129,0.171,0.51,0.1,2,3,43
70,23.0,42,5.0,1.7,0.9,-15.7,0.038,0.09,0.172,0.52,0.11,3,3,43
266,26.0,73,13.5,3.2,1.4,7.5,0.005,0.099,0.157,0.684,0.068,1,3,149
266,27.0,72,13.1,3.5,1.8,2.3,0.003,0.109,0.162,0.628,0.0819999999999999,2,3,149
266,28.0,79,10.9,2.6,1.6,2.6,0.012,0.089,0.174,0.573,0.095,3,3,149
110,34.0,58,19.4,5.0,7.5,6.0,0.015,0.115,0.225,0.59,0.309,1,3,68
110,35.0,46,17.2,5.4,7.3,-0.3,0.021,0.133,0.209,0.593,0.311,2,3,68
110,36.0,63,13.4,4.5,7.5,5.9,0.016,0.1159999999999999,0.178,0.6,0.321,3,3,68
260,23.0,70,26.6,4.2,6.5,2.7,0.012,0.106,0.294,0.618,0.288,1,3,144
260,24.0,67,25.6,4.2,4.3,7.2,0.016,0.108,0.319,0.5870000000000001,0.2,2,3,144
260,25.0,68,26.8,5.0,4.8,9.5,0.02,0.1169999999999999,0.313,0.5760000000000001,0.212,3,3,144
249,23.0,66,9.2,4.8,2.3,12.2,0.0409999999999999,0.14,0.168,0.557,0.134,1,3,139
249,24.0,66,10.4,5.8,3.1,8.1,0.043,0.155,0.163,0.542,0.1369999999999999,2,3,139
249,25.0,42,9.0,4.0,2.8,-3.7,0.039,0.125,0.187,0.51,0.1669999999999999,3,3,139
180,30.0,71,6.9,2.0,2.5,5.0,0.016,0.0819999999999999,0.152,0.5770000000000001,0.181,1,3,105
180,31.0,61,5.5,1.7,2.9,-5.7,0.016,0.08,0.166,0.489,0.251,2,3,105
180,32.0,23,3.6,1.7,2.4,-6.4,0.018,0.107,0.146,0.472,0.243,3,3,105
299,32.0,57,10.5,2.1,4.6,1.5,0.015,0.067,0.184,0.5539999999999999,0.281,1,3,165
299,33.0,57,7.7,1.6,3.3,-1.8,0.017,0.063,0.1639999999999999,0.57,0.223,2,3,165
299,34.0,55,5.3,1.2,1.9,-10.6,0.012,0.065,0.139,0.61,0.176,3,3,165
415,28.0,56,3.3,2.7,0.6,0.8,0.032,0.123,0.1009999999999999,0.477,0.055,1,3,227
415,29.0,16,5.7,1.4,1.0,-4.0,0.042,0.078,0.179,0.619,0.128,2,3,227
415,30.0,51,5.4,2.2,0.9,-3.7,0.037,0.104,0.142,0.5770000000000001,0.094,3,3,227
343,23.0,72,7.5,3.3,1.6,7.9,0.039,0.1369999999999999,0.181,0.588,0.14,1,3,193
343,24.0,61,8.7,2.5,1.4,-2.8,0.018,0.125,0.213,0.555,0.122,2,3,193
343,25.0,30,10.4,3.1,1.3,4.4,0.019,0.138,0.244,0.5429999999999999,0.107,3,3,193
136,26.0,51,23.0,11.6,3.0,5.2,0.091,0.2789999999999999,0.315,0.59,0.178,1,3,80
136,27.0,51,28.5,10.6,2.8,12.0,0.078,0.254,0.352,0.636,0.156,2,3,80
136,28.0,68,30.6,11.7,4.2,7.9,0.068,0.273,0.375,0.616,0.236,3,3,80
198,25.0,65,11.0,3.6,2.4,-9.0,0.02,0.103,0.162,0.552,0.115,1,3,114
198,26.0,59,10.4,3.4,2.9,-11.0,0.024,0.113,0.198,0.488,0.173,2,3,114
198,27.0,66,10.7,2.2,2.0,-1.8,0.017,0.08,0.206,0.563,0.144,3,3,114
490,25.0,10,3.1,1.7,0.8,16.3,0.02,0.163,0.142,0.517,0.107,1,3,267
490,26.0,27,4.1,1.7,0.6,-1.7,0.012,0.129,0.133,0.649,0.081,2,3,267
490,27.0,9,3.4,3.0,0.9,-17.9,0.016,0.145,0.106,0.432,0.074,3,3,267
